LOCATION,ZIPCODE,REPORTED_DATE,WIND_AVG,PRECIPITATION,SNOW,SNOWDEPTH,TEMP_MAX,TEMP_MIN
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-08-31,8,0.0,0.0,0.0,88,71
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-09-01,10,0.0,0.0,0.0,82,66
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-09-02,5,0.96,0.0,0.0,62,57
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-09-03,7,0.0,0.0,0.0,81,65
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-09-04,11,0.0,0.0,0.0,97,72
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-09-05,9,0.0,0.0,0.0,89,76
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-09-06,13,0.29,0.0,0.0,61,53
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-09-07,9,0.0,0.0,0.0,66,48
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-09-08,6,0.0,0.0,0.0,74,54
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-09-09,8,0.0,0.0,0.0,76,63
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-09-10,5,0.0,0.0,0.0,66,57
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-09-11,10,0.0,0.0,0.0,78,58
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-09-12,12,0.04,0.0,0.0,90,70
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-09-13,10,0.0,0.0,0.0,63,51
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-09-14,6,0.0,0.0,0.0,64,54
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-09-15,7,0.0,0.0,0.0,82,66
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-09-16,4,0.0,0.0,0.0,86,72
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-09-17,10,0.0,0.0,0.0,81,61
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-09-18,8,0.0,0.0,0.0,58,45
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-09-19,8,0.0,0.0,0.0,79,54
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-09-20,8,0.0,0.0,0.0,83,52
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-09-21,4,0.0,0.0,0.0,93,59
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-09-22,7,0.0,0.0,0.0,80,54
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-09-23,11,0.05,0.0,0.0,94,71
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-09-24,11,0.0,0.0,0.0,72,57
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-09-25,6,0.0,0.0,0.0,77,55
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-09-26,10,0.0,0.0,0.0,101,70
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-09-27,6,0.0,0.0,0.0,84,61
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-09-28,8,0.0,0.0,0.0,85,59
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-09-29,13,0.0,0.0,0.0,94,74
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-09-30,11,0.0,0.0,0.0,82,71
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-10-01,12,0.0,0.0,0.0,91,68
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-10-02,14,0.6,0.0,0.0,100,70
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-10-03,11,0.57,0.0,0.0,78,64
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-10-04,15,0.0,0.0,0.0,71,51
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-10-05,9,0.0,0.0,0.0,65,47
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-10-06,8,0.0,0.0,0.0,68,57
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-10-07,13,0.3,0.0,0.0,82,61
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-10-08,13,0.03,0.0,0.0,65,58
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-10-09,14,0.23,0.0,0.0,53,46
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-10-10,18,0.0,0.0,0.0,77,56
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-10-11,19,0.0,0.0,0.0,77,64
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-10-12,8,0.0,0.0,0.0,78,61
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-10-13,6,0.0,0.0,0.0,67,52
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-10-14,9,0.0,0.0,0.0,85,66
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-10-15,5,0.0,0.0,0.0,57,44
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-10-16,12,2.22,0.0,0.0,69,52
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-10-17,21,0.0,0.0,0.0,57,48
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-10-18,16,0.0,0.0,0.0,71,55
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-10-19,4,0.0,0.0,0.0,53,34
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-10-20,3,0.55,0.0,0.0,49,37
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-10-21,6,0.0,0.0,0.0,73,52
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-10-22,8,0.46,0.0,0.0,58,48
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-10-23,10,0.01,0.0,0.0,73,54
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-10-24,7,0.0,0.0,0.0,83,54
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-10-25,4,0.0,0.0,0.0,64,44
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-10-26,5,0.01,0.0,0.0,50,40
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-10-27,11,1.55,0.0,0.0,78,64
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-10-28,7,0.01,0.0,0.0,68,59
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-10-29,5,0.13,0.0,0.0,48,44
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-10-30,6,0.16,0.0,0.0,71,63
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-10-31,13,0.65,0.0,0.0,81,68
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-11-01,15,0.02,0.0,0.0,62,43
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-11-02,7,0.0,0.0,0.0,57,39
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-11-03,8,0.0,0.0,0.0,48,31
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-11-04,8,0.0,0.0,0.0,64,39
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-11-05,6,0.0,0.0,0.0,63,46
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-11-06,9,0.0,0.0,0.0,63,47
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-11-07,8,0.07,0.0,0.0,48,33
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-11-08,16,0.0,0.0,0.0,43,30
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-11-09,5,0.0,0.0,0.0,43,26
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-11-10,6,0.0,0.0,0.0,47,29
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-11-11,4,0.0,0.0,0.0,73,50
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-11-12,13,0.03,0.0,0.0,52,24
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-11-13,13,0.0,0.0,0.0,36,22
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-11-14,7,0.0,0.0,0.0,51,26
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-11-15,9,0.0,0.0,0.0,54,29
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-11-16,12,0.0,0.0,0.0,35,24
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-11-17,18,0.0,0.0,0.0,47,31
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-11-18,11,0.37,0.0,0.0,45,39
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-11-19,7,0.18,0.0,0.0,48,40
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-11-20,11,0.0,0.0,0.0,42,33
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-11-21,9,0.0,0.0,0.0,57,40
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-11-22,15,0.08,0.0,0.0,59,43
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-11-23,6,0.03,0.0,0.0,45,29
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-11-24,16,0.81,0.0,0.0,51,43
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-11-25,8,0.0,0.0,0.0,61,40
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-11-26,5,0.0,0.0,0.0,67,39
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-11-27,10,0.01,0.0,0.0,69,51
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-11-28,20,0.0,0.0,0.0,54,37
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-11-29,12,0.0,0.0,0.0,37,26
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-11-30,10,0.0,0.0,0.0,54,35
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-12-01,13,0.66,0.1,0.0,35,27
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-12-02,17,0.35,2.31,0.0,41,35
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-12-03,12,0.01,0.27,1.09,35,28
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-12-04,10,0.0,0.0,0.0,42,32
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-12-05,14,0.0,0.0,0.0,40,32
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-12-06,10,0.0,0.0,0.0,42,27
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-12-07,11,0.0,0.0,0.0,37,25
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-12-08,5,0.0,0.0,0.0,46,25
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-12-09,8,1.48,0.0,0.0,54,39
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-12-10,11,0.09,0.0,0.0,49,34
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-12-11,10,0.15,0.66,0.0,38,29
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-12-12,8,0.0,0.0,0.0,42,30
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-12-13,9,0.88,0.0,0.0,56,34
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-12-14,15,0.86,0.0,0.0,68,52
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-12-15,20,0.0,0.0,0.0,54,41
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-12-16,6,0.18,0.0,0.0,44,39
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-12-17,13,1.22,0.0,0.0,42,39
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-12-18,17,0.09,1.12,0.0,41,22
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-12-19,14,0.0,0.0,1.14,26,15
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-12-20,9,0.0,0.0,0.0,35,21
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-12-21,5,0.0,0.0,0.0,32,17
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-12-22,8,0.0,0.0,0.0,51,24
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-12-23,10,0.0,0.0,0.0,65,35
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-12-24,12,0.0,0.0,0.0,55,34
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-12-25,3,0.0,0.0,0.0,40,23
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-12-26,7,0.0,0.0,0.0,47,31
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-12-27,9,0.0,0.0,0.0,58,48
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-12-28,6,0.0,0.0,0.0,48,34
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-12-29,6,0.37,0.0,0.0,52,40
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-12-30,11,0.54,0.0,0.0,36,31
NEWARK-NJ-LIBERTY-AIRPORT,07114,2019-12-31,8,0.0,0.0,0.0,37,30
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-01-01,14,0.0,0.0,0.0,42,30
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-01-02,8,0.0,0.0,0.0,55,28
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-01-03,5,0.09,0.0,0.0,39,36
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-01-04,6,0.21,0.0,0.0,51,41
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-01-05,17,0.0,0.0,0.0,47,36
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-01-06,9,0.03,0.76,1.01,39,26
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-01-07,8,0.0,0.0,0.0,48,36
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-01-08,17,0.0,0.0,0.0,44,27
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-01-09,9,0.0,0.0,0.0,36,24
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-01-10,8,0.0,0.0,0.0,51,28
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-01-11,12,0.0,0.0,0.0,68,47
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-01-12,16,0.03,0.0,0.0,57,36
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-01-13,6,0.0,0.0,0.0,43,33
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-01-14,4,0.02,0.0,0.0,42,33
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-01-15,6,0.0,0.0,0.0,49,38
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-01-16,19,0.06,0.0,0.0,56,38
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-01-17,19,0.0,0.0,0.0,38,24
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-01-18,9,0.36,2.11,0.0,42,23
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-01-19,14,0.0,0.0,0.0,41,25
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-01-20,16,0.0,0.0,0.0,35,22
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-01-21,8,0.0,0.0,0.0,31,18
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-01-22,4,0.0,0.0,0.0,45,24
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-01-23,3,0.0,0.0,0.0,47,24
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-01-24,5,0.0,0.0,0.0,55,34
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-01-25,9,0.7,0.0,0.0,42,31
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-01-26,11,0.0,0.0,0.0,48,34
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-01-27,11,0.0,0.0,0.0,41,28
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-01-28,13,0.0,0.0,0.0,38,31
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-01-29,15,0.0,0.0,0.0,48,31
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-01-30,7,0.0,0.0,0.0,40,25
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-01-31,6,0.02,0.0,0.0,52,34
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-02-01,5,0.0,0.0,0.0,47,38
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-02-02,7,0.08,0.0,0.0,37,29
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-02-03,6,0.0,0.0,0.0,56,34
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-02-04,4,0.0,0.0,0.0,55,38
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-02-05,12,0.02,0.0,0.0,64,48
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-02-06,7,0.64,0.0,0.0,43,37
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-02-07,15,0.27,0.0,0.0,57,31
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-02-08,10,0.0,0.0,0.0,36,24
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-02-09,7,0.0,0.0,0.0,46,28
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-02-10,12,0.42,0.0,0.0,56,49
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-02-11,5,0.24,0.0,0.0,41,36
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-02-12,8,0.15,0.0,0.0,38,29
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-02-13,5,0.26,0.0,0.0,43,35
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-02-14,17,0.0,0.0,0.0,43,19
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-02-15,7,0.0,0.0,0.0,26,10
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-02-16,7,0.0,0.0,0.0,55,33
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-02-17,4,0.0,0.0,0.0,44,28
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-02-18,8,0.0,0.0,0.0,58,46
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-02-19,15,0.0,0.0,0.0,57,36
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-02-20,9,0.0,0.0,0.0,30,20
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-02-21,12,0.0,0.0,0.0,39,21
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-02-22,10,0.0,0.0,0.0,48,23
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-02-23,8,0.0,0.0,0.0,55,27
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-02-24,4,0.0,0.0,0.0,51,29
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-02-25,5,0.19,0.0,0.0,61,55
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-02-26,8,0.01,0.0,0.0,54,50
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-02-27,23,0.34,0.0,0.0,50,33
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-02-28,17,0.0,0.0,0.0,40,27
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-02-29,14,0.0,0.0,0.0,34,24
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-03-01,9,0.0,0.0,0.0,40,21
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-03-02,11,0.0,0.0,0.0,71,38
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-03-03,7,0.21,0.0,0.0,51,41
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-03-04,15,0.0,0.0,0.0,48,37
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-03-05,10,0.0,0.0,0.0,59,44
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-03-06,9,0.35,0.0,0.0,46,33
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-03-07,14,0.0,0.0,0.0,43,32
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-03-08,11,0.0,0.0,0.0,63,33
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-03-09,14,0.0,0.0,0.0,85,44
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-03-10,15,0.0,0.0,0.0,70,50
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-03-11,6,0.0,0.0,0.0,48,37
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-03-12,6,0.01,0.0,0.0,46,37
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-03-13,13,0.29,0.0,0.0,73,48
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-03-14,16,0.0,0.0,0.0,69,50
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-03-15,8,0.0,0.0,0.0,47,34
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-03-16,10,0.0,0.0,0.0,39,28
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-03-17,9,0.26,0.0,0.0,64,49
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-03-18,7,0.0,0.0,0.0,50,39
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-03-19,6,0.9,0.0,0.0,42,33
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-03-20,8,0.0,0.0,0.0,66,38
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-03-21,11,0.0,0.0,0.0,56,32
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-03-22,15,0.0,0.0,0.0,52,39
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-03-23,14,1.22,0.0,0.0,44,40
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-03-24,11,0.0,0.0,0.0,67,42
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-03-25,13,0.01,0.0,0.0,52,45
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-03-26,7,0.0,0.0,0.0,49,28
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-03-27,11,0.0,0.0,0.0,80,56
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-03-28,7,0.19,0.0,0.0,43,37
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-03-29,11,0.01,0.0,0.0,42,39
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-03-30,5,0.11,0.0,0.0,51,46
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-03-31,6,0.03,0.0,0.0,49,43
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-04-01,14,0.0,0.0,0.0,63,43
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-04-02,21,0.0,0.0,0.0,64,40
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-04-03,19,0.05,0.0,0.0,60,49
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-04-04,10,0.0,0.0,0.0,73,55
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-04-05,2,0.0,0.0,0.0,54,37
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-04-06,8,0.06,0.0,0.0,63,45
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-04-07,7,0.0,0.0,0.0,71,54
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-04-08,10,0.24,0.0,0.0,75,53
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-04-09,11,0.05,0.0,0.0,54,34
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-04-10,25,0.0,0.0,0.0,56,41
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-04-11,15,0.0,0.0,0.0,62,41
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-04-12,9,0.0,0.0,0.0,70,40
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-04-13,17,1.64,0.0,0.0,67,53
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-04-14,12,0.0,0.0,0.0,62,48
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-04-15,14,0.0,0.0,0.0,63,49
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-04-16,15,0.0,0.0,0.0,51,37
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-04-17,8,0.07,0.0,0.0,48,30
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-04-18,10,0.16,0.0,0.0,48,41
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-04-19,12,0.0,0.0,0.0,62,32
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-04-20,11,0.0,0.0,0.0,66,50
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-04-21,15,0.19,0.0,0.0,71,46
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-04-22,18,0.0,0.0,0.0,61,42
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-04-23,5,0.13,0.0,0.0,47,36
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-04-24,10,0.53,0.0,0.0,44,37
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-04-25,5,0.0,0.0,0.0,70,45
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-04-26,10,0.09,0.0,0.0,41,34
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-04-27,12,0.0,0.0,0.0,43,33
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-04-28,9,0.0,0.0,0.0,80,47
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-04-29,10,0.01,0.0,0.0,61,53
NEWARK-NJ-LIBERTY-AIRPORT,07114,2020-04-30,15,0.48,0.0,0.0,61,52
